id,label,timeset,users_can_post,link,category,username,talking_about_count,post_activity,fan_count,modularity_class,pageranks
482009538529241,Limit of Advance,,yes,https://www.facebook.com/Limitofadvance/,Sports League,Limitofadvance,12,0.0,6307,4,4.694656628760175E-4
117453358281160,VFW 2377 Glendale Heights,,yes,https://www.facebook.com/VFW-2377-Glendale-Heights-117453358281160/,Social Club,,3,0.0,1271,4,3.479942379810878E-4
492428794108194,"Standing Up, Speaking Up, and Supporting Veterans",,yes,https://www.facebook.com/StandingUpSpeakingUpAndSupportingVeterans/,Community,StandingUpSpeakingUpAndSupportingVeterans,83,0.18,1163,4,3.955503692348137E-4
194891727267099,Stolen Valor,,yes,https://www.facebook.com/StolenValor/,Media/News Company,StolenValor,45253,0.29,536526,4,0.0015995635790834286
121020317914961,Gray Water Ops,,yes,https://www.facebook.com/customcoins/,Screen Printing & Embroidery,customcoins,9,0.0,20566,4,4.4093611909625197E-4
248773161891799,Just Laugh,,yes,https://www.facebook.com/GetMotivatedAndLaugh/,Entertainment Website,GetMotivatedAndLaugh,17941,0.2,219335,4,3.7305984050087004E-4
100518066778048,Grunt Report,,yes,https://www.facebook.com/Gruntreport/,News & Media Website,Gruntreport,5,0.0,5988,4,4.343530073435263E-4
256936634372003,Hella Sick Clothing,,yes,https://www.facebook.com/HellaSickClothing/,Company,HellaSickClothing,11,0.0,2093,4,3.479942379810878E-4
160749780658180,Wish For Our Heroes Inc.,,yes,https://www.facebook.com/WishForOurHeroesInc/,Nonprofit Organization,WishForOurHeroesInc,181,0.02,15208,4,3.479942379810878E-4
427586120637923,We Are The WALL,,yes,https://www.facebook.com/FormTheWall/,Community,FormTheWall,81,0.02,21041,4,8.333593107497555E-4
167099963368075,Operation Hawkeye,,yes,https://www.facebook.com/OperationHawkeye/,Community,OperationHawkeye,1619,0.13,121195,3,0.0020339081366548316
413468895380180,Celebrating American Heroes,,yes,https://www.facebook.com/CelebratingAmericanHeroes/,Community,CelebratingAmericanHeroes,11,0.01,458,4,5.013100134382378E-4
194216573993796,No One Left Behind,,yes,https://www.facebook.com/NoOneLeftBehindUSA/,Community,NoOneLeftBehindUSA,0,0.0,1857,4,4.4424959765337413E-4
104855146242601,Operation Ooh-Rah,,yes,https://www.facebook.com/operationoohrah/,Nonprofit Organization,operationoohrah,568,0.02,49346,4,5.215119729122854E-4
263652357078007,Lessons from God and the Grunt Life,,yes,https://www.facebook.com/LessonsFromTheGruntLife/,Personal Blog,LessonsFromTheGruntLife,2,0.0,1114,4,4.2203734100463414E-4
355343684527713,Gruntworks,,yes,https://www.facebook.com/gruntworks11b/,Clothing (Brand),gruntworks11b,79655,0.42,491249,4,0.002074327783567604
484098334939734,California National Guard Chaplains,,yes,https://www.facebook.com/CaliforniaArmyNationalGuardChaplains/,Government Organization,CaliforniaArmyNationalGuardChaplains,5,0.0,1386,4,3.7305984050087004E-4
433414693364240,Warfighter Brewing Company,,yes,https://www.facebook.com/warfighterbrewingcompany/,Brewery,warfighterbrewingcompany,1,0.0,2866,4,3.479942379810878E-4
318270051542157,HONOR THE SACRIFICE,,yes,https://www.facebook.com/HONOR-THE-SACRIFICE-318270051542157/,Charity Organization,,3827,0.02,79613,4,0.0011473103135195531
397628120256421,Door Kickers Inc.,,yes,https://www.facebook.com/DoorKickersInc/,Community,DoorKickersInc,226192,0.09,736171,4,0.001164294162876231
144439178921757,Tacticool22,,yes,https://www.facebook.com/Tacticool22/,Shopping & Retail,Tacticool22,62,0.02,15621,4,4.4413886272290387E-4
221106037945817,Humor During Deployment,,yes,https://www.facebook.com/HumorDuringDeployment/,Community,HumorDuringDeployment,855,0.01,55450,4,7.24316542770537E-4
121859597847025,FREEDOM FIREARMS LLC,,yes,https://www.facebook.com/FreedomFirearmsLLC/,Education,FreedomFirearmsLLC,2,0.0,1019,4,3.479942379810878E-4
275763059182054,Running for a cause,,yes,https://www.facebook.com/RunningForACause/,Cause,RunningForACause,128,0.0,10120,4,6.738422526585817E-4
122176776390,Dennis Miller,,no,https://www.facebook.com/RealDennisMiller/,Public Figure,RealDennisMiller,31190,0.1,1099161,4,4.0310245394997274E-4
199102255379,Buy Veteran,,yes,https://www.facebook.com/BuyVeteran/,Website,BuyVeteran,11,0.01,6008,4,3.747888519204346E-4
49648896520,Green Works,,yes,https://www.facebook.com/greenworks/,Household Supplies,greenworks,71,0.0,170963,4,3.479942379810878E-4
151223081583764,U.S. Infantry,,yes,https://www.facebook.com/11Bravo.US/,News & Media Website,11Bravo.US,11301,0.11,114338,4,8.032843297686258E-4
91483039183,US Army Fort Benning,,yes,https://www.facebook.com/FortBenningMCoE/,Government Organization,FortBenningMCoE,1988,0.07,334630,4,0.001166567251470938
88091789442,Infantry,,yes,https://www.facebook.com/Infantry-88091789442/,Government Organization,,5,0.0,6325,4,3.479942379810878E-4
120650408033954,Active Heroes,,yes,https://www.facebook.com/ActiveHeroes/,Charity Organization,ActiveHeroes,4924,0.1,547961,4,0.001694825779079697
194689287287061,"Cory """"the italian stallion"""" Jones",,yes,https://www.facebook.com/Cory-the-italian-stallion-Jones-194689287287061/,Athlete,,0,0.0,332,4,3.479942379810878E-4
64075031411,KISS,,no,https://www.facebook.com/KISS/,Musician/Band,KISS,55441,0.17,12774288,4,3.479942379810878E-4
257474067645024,Vixens For Veterans,,yes,https://www.facebook.com/VixensForVeterans/,Community,VixensForVeterans,115,0.0,120067,4,6.631579094996613E-4
356345384391354,Cherry Pinup For Our Troops,,yes,https://www.facebook.com/All.American.Pin.Ups/,Nonprofit Organization,All.American.Pin.Ups,77,0.0,5017,4,4.5396082012210504E-4
26581828980,Cabela's,,yes,https://www.facebook.com/Cabelas/,Sporting Goods Store,Cabelas,11392,0.28,3603242,4,4.821720344904034E-4
25914184795,We Like the United States of America,,no,https://www.facebook.com/USAFans/,Cause,USAFans,559,0.0,1190241,4,9.745585020371312E-4
136029333108850,Warfighter Symposium,,yes,https://www.facebook.com/WarfighterSymposium/,Nonprofit Organization,WarfighterSymposium,0,0.0,1958,4,4.113959491903568E-4
113117685395551,THIS WE'LL DEFEND,,yes,https://www.facebook.com/THIS-WELL-DEFEND-113117685395551/,Community,,0,0.0,350,4,3.479942379810878E-4
112463092102121,United States,,no,https://www.facebook.com/pages/United-States/112463092102121,Country,,0,0.0,3409956,4,3.653508631127608E-4
132799726798302,9-11 throwdown,,yes,https://www.facebook.com/9-11-throwdown-132799726798302/,Sports League,,0,0.0,1002,4,3.479942379810878E-4
145402963611,Grunts,,yes,https://www.facebook.com/Grunts-145402963611/,Community Organization,,743,0.01,69342,4,6.946829476487399E-4
311786205924385,Apple Podcasts,,no,https://www.facebook.com/ApplePodcasts/,Product/Service,ApplePodcasts,1068,0.08,5394,3,5.021928530447281E-4
637889419731246,Jimmy Settle,,yes,https://www.facebook.com/NeverQuitPJ/,Author,NeverQuitPJ,4,0.01,570,3,4.2123775317583505E-4
181126062035817,"Matt Larsen's Combat Fitness Center, Springfield VA",,yes,https://www.facebook.com/MLCFCSpringfieldVA/,Gym/Physical Fitness Center,MLCFCSpringfieldVA,60,0.02,2290,3,5.021928530447281E-4
1192260490830760,Junior's Bullet Pens,,yes,https://www.facebook.com/juniorsbulletpens/,Company,juniorsbulletpens,6,0.04,403,3,4.2123775317583505E-4
1861168640781698,Derek Gannon,,yes,https://www.facebook.com/sofrepderek/,Journalist,sofrepderek,72,0.03,581,3,5.021928530447281E-4
723172064503072,Crate Club,,no,https://www.facebook.com/crateclubofficial/,Outdoor & Sporting Goods Company,crateclubofficial,6440,0.02,61377,3,6.583081576221965E-4
478404049028185,The Green Line,,yes,https://www.facebook.com/NBPCGreenLine/,Radio Station,NBPCGreenLine,29,0.01,2712,3,4.2123775317583505E-4
111497752203119,National Border Patrol Council,,no,https://www.facebook.com/bpunion/,Nonprofit Organization,bpunion,283,0.01,17329,3,4.2123775317583505E-4
1693938530850350,SiriusXM Politics,,yes,https://www.facebook.com/SiriusXMPolitics/,News & Media Website,SiriusXMPolitics,9454,0.09,52238,3,4.2123775317583505E-4
430292803748312,Transition Hero,,yes,https://www.facebook.com/TransitionHero/,News & Media Website,TransitionHero,0,0.0,1133,3,5.238621025066448E-4
523847040982348,Mike Ritland,,yes,https://www.facebook.com/TridentK9Warriors/,Public Figure,TridentK9Warriors,10057,0.02,238795,3,7.858604426366399E-4
113076118841052,BeastMode for the Brave,,yes,https://www.facebook.com/BeastmodeForTheBrave/,Charity Organization,BeastmodeForTheBrave,73,0.01,24203,3,4.2123775317583505E-4
235831353274579,Australian Veteran Owned Business,,no,https://www.facebook.com/australianveteranownedbusiness/,Nonprofit Organization,australianveteranownedbusiness,1202,0.02,30757,3,3.6676483839937987E-4
1414229675483557,Scott Mcewen Author,,yes,https://www.facebook.com/sniperauthor/,Author,sniperauthor,23,0.01,7850,3,4.2123775317583505E-4
870096566353303,Elitarni,,yes,https://www.facebook.com/ElitarniFP/,Landmark & Historical Place,ElitarniFP,8049,0.32,123844,3,3.6676483839937987E-4
157158164448076,Ian Scotto,,yes,https://www.facebook.com/ianscottoradio/,Public Figure,ianscottoradio,58,0.03,1035,3,0.0014739652591619684
304654869692493,FighterSweep.com,,yes,https://www.facebook.com/fightersweep/,Website,fightersweep,1242,0.09,77736,3,4.913458380458702E-4
557575274305173,Tactical American Patriots,,yes,https://www.facebook.com/TacticalAmericanPatriots/,Product/Service,TacticalAmericanPatriots,778,0.04,27368,3,4.1226046687871295E-4
202289813431,maritime tactical security,,no,https://www.facebook.com/maritime-tactical-security-202289813431/,Local Business,,1,0.0,1879,3,3.6676483839937987E-4
643783999001571,Sanctuary Lounge,,yes,https://www.facebook.com/sanctuaryloungeSD/,Lounge,sanctuaryloungeSD,34,0.1,3341,3,4.2740203337007744E-4
340723216071050,Specialoperations.com,,yes,https://www.facebook.com/OfficialSpecialOperations/,Website,OfficialSpecialOperations,310,0.13,88152,3,4.7620427155450575E-4
139187162787003,Triple Aught Design,,yes,https://www.facebook.com/tripleaughtdesign/,Company,tripleaughtdesign,1198,0.12,67682,3,0.001029801874431097
195686297192009,Marsoc Foundation,,yes,https://www.facebook.com/MarsocFoundation/,Nonprofit Organization,MarsocFoundation,1112,0.1,14813,3,4.217313567780506E-4
282032298571917,BNS Brewing & Distilling Co.,,yes,https://www.facebook.com/BNSBrewingDistillingCo/,Brewery,BNSBrewingDistillingCo,99,0.02,9238,3,3.6676483839937987E-4
84435439999,NavySEALs.com,,yes,https://www.facebook.com/NavySEALs/,News & Media Website,NavySEALs,4869,0.03,1297523,3,0.0012719592069540665
366123336808639,Red Circle Foundation,,yes,https://www.facebook.com/redcirclefoundation.org/,Nonprofit Organization,redcirclefoundation.org,59,0.01,8682,3,7.409449724875849E-4
406375899445160,The Arms Guide,,yes,https://www.facebook.com/TheArmsGuide/,News & Media Website,TheArmsGuide,135,0.62,9918,3,4.3687292326941506E-4
231252930243390,In memory of Navy SEAL Jon Tumilson,,yes,https://www.facebook.com/NeverForget8611/,Public Figure,NeverForget8611,832,0.01,58113,3,5.442260874500353E-4
161221610672523,Joggin' for Frogmen,,yes,https://www.facebook.com/JogginForFrogmen/,Organization,JogginForFrogmen,242,0.03,11319,3,0.002019120589264297
299764636728027,Navy SEAL Matt Mills: Remembering an American Hero,,yes,https://www.facebook.com/Navy-SEAL-Matt-Mills-Remembering-an-American-Hero-299764636728027/,Public Figure,,7,0.0,4951,3,4.8529686753769085E-4
189716867744978,NRA Life of Duty,,no,https://www.facebook.com/NRALifeofDuty/,Community,NRALifeofDuty,48,0.0,43932,3,9.515293086358793E-4
255352494548084,The Loadout Room,,no,https://www.facebook.com/loadoutroom/,Media/News Company,loadoutroom,1850,0.75,166161,3,9.183193930238277E-4
425178935531,Gear Scout,,no,https://www.facebook.com/GearScout/,News & Media Website,GearScout,68,0.0,82589,3,7.187055655847481E-4
144475442278,Forged Clothing,,yes,https://www.facebook.com/Forgedclothing/,Clothing (Brand),Forgedclothing,524,0.02,638608,3,0.0024460900251083648
176428635720061,"SureFire, LLC",,yes,https://www.facebook.com/SureFire/,Product/Service,SureFire,1382,0.09,167673,3,0.001601288507044697
123085681037123,Magpul Industries Corp.,,yes,https://www.facebook.com/magpul/,Commercial & Industrial,magpul,2204,0.03,442752,3,0.0014355626688838802
261318413445,SKD Tactical,,yes,https://www.facebook.com/skdtactical/,Outdoor & Sporting Goods Company,skdtactical,210,0.01,65192,3,0.002080019622449482
305851175686,Raven Concealment Systems,,yes,https://www.facebook.com/Raven-Concealment-Systems-305851175686/,Retail Company,,6249,0.1,83503,3,0.0010125482087469213
69999732748,Oakley,,yes,https://www.facebook.com/Oakley/,Sunglasses & Eyewear Store,Oakley,10429,0.31,5003016,3,9.753140587099893E-4
184700545556,militarymorons.com,,yes,https://www.facebook.com/militarymoron/,Website,militarymoron,12,0.0,11995,3,9.16400450709155E-4
103664049700332,Multitasker Tools,,yes,https://www.facebook.com/MultitaskerTools/,Defense Company,MultitaskerTools,106,0.02,48775,3,0.0015679981114603307
57629597602,Sig Sauer,,yes,https://www.facebook.com/SIGSAUERInc/,Interest,SIGSAUERInc,11765,0.2,795490,3,0.0010545039725353535
136419783036515,Naval Special Warfare Command,,yes,https://www.facebook.com/NavalSpecialWarfare/,Government Organization,NavalSpecialWarfare,419,0.01,203898,3,0.001191823898808743
185334194841813,Sally Lyndley,,no,https://www.facebook.com/Sally-Lyndley-185334194841813/,Monarch,,21,0.05,2714,3,4.0062039706539475E-4
240877480045,U.S. Army Special Operations Command,,no,https://www.facebook.com/usasoc.mil/,Government Organization,usasoc.mil,4188,0.08,572863,3,0.0016172226857925377
249510055439,Soldier Systems Daily,,no,https://www.facebook.com/soldiersystemsdaily/,News & Media Website,soldiersystemsdaily,3201,0.29,46859,3,0.0017192374223612625
176867979136537,American Sniper,,yes,https://www.facebook.com/AmericanSniper/,Author,AmericanSniper,353,0.0,564083,3,0.0010799133690558612
133206330070032,Brandon Webb,,yes,https://www.facebook.com/brandonwebbseal/,Author,brandonwebbseal,658,0.06,97854,3,0.0012840729711670138
28723810227,Arc'teryx,,yes,https://www.facebook.com/arcteryx/,Product/Service,arcteryx,3642,0.04,371105,3,0.005816665222721113
132155920163086,Eleven 10 LLC,,yes,https://www.facebook.com/1110Gear/,Local Business,1110Gear,170,0.03,5699,3,4.7434890842318854E-4
114945891856206,AFSOC,,no,https://www.facebook.com/pages/AFSOC/114945891856206,Interest,,0,0.0,2368,3,5.517225144791216E-4
105855289454847,MARSOC,,no,https://www.facebook.com/pages/MARSOC/105855289454847,Organization,,0,0.0,23021,3,6.227347286323749E-4
281731221871055,Act of Valor,,yes,https://www.facebook.com/pages/Act-of-Valor/281731221871055,Movie,,0,0.0,33954,3,7.083579458208674E-4
122168641143593,Lone Survivor Foundation,,yes,https://www.facebook.com/lonesurvivorfoundation/,Nonprofit Organization,lonesurvivorfoundation,1184,0.07,266179,3,0.0012550992367459902
63643878405,Marcus Luttrell,,yes,https://www.facebook.com/The.Official.Marcus.Luttrell.Fanpage/,Public Figure,The.Official.Marcus.Luttrell.Fanpage,14243,0.01,1191010,3,0.0012396731749906797
182249954768,SEAL Of Honor,,yes,https://www.facebook.com/SEAL-Of-Honor-182249954768/,Public Figure,,139426,0.26,2323037,3,0.003145326995121129
200108460020639,Jack Murphy,,yes,https://www.facebook.com/JackMurphyAuthor/,Author,JackMurphyAuthor,1214,0.1,16646,3,9.160855957130952E-4
314325338699374,We Are The Mighty,,yes,https://www.facebook.com/themighty/,Media/News Company,themighty,206382,0.9,1231819,6,0.003251189775359185
74671163356,Smithsonian Channel,,no,https://www.facebook.com/SmithsonianChannel/,TV Channel,SmithsonianChannel,9950,0.17,1214179,5,3.277866286591488E-4
153991564612882,Microsoft Military Affairs,,yes,https://www.facebook.com/MSFTMilitaryAffairs/,Computer Company,MSFTMilitaryAffairs,230,0.01,15237,5,3.227043446434809E-4
304473706566464,Taylors Creek Golf Course,,no,https://www.facebook.com/TaylorsCreekGolfCourse/,Government Organization,TaylorsCreekGolfCourse,23,0.01,239,2,8.44449210465557E-4
116888017071,Fort Stewart/Hunter FMWR,,yes,https://www.facebook.com/FortStewartHunterFMWR/,Government Organization,FortStewartHunterFMWR,84,0.02,16101,2,0.001012306227728527
272444733104629,The War in Between,,yes,https://www.facebook.com/thewarinbetween/,Movie,thewarinbetween,9,0.0,3715,6,3.227043446434809E-4
19013582168,PBS,,yes,https://www.facebook.com/pbs/,TV Network,pbs,148229,0.41,3475390,6,9.616226625776244E-4
1617617101848931,Decelerate Your Life,,yes,https://www.facebook.com/DecelerateYourLife/,Community,DecelerateYourLife,114786,0.42,154135,6,3.571186482575361E-4
207338569282392,Military One Click,,yes,https://www.facebook.com/MilitaryONEClick/,Media/News Company,MilitaryONEClick,6037,0.57,138767,5,6.038914956716533E-4
53427095333,explore.org,,yes,https://www.facebook.com/exploreorg-53427095333/,Nonprofit Organization,,266081,0.65,5001842,5,6.948246423199135E-4
1637677243210374,Taking Fire,,yes,https://www.facebook.com/TakingFireTV/,TV Show,TakingFireTV,27,0.01,36650,0,0.0010041453607458656
135971216464795,The Veterans Site,,yes,https://www.facebook.com/TheVeteransSite/,Nonprofit Organization,TheVeteransSite,483854,1.18,3614383,5,9.10966080572179E-4
210831325617010,One Mind for Research,,yes,https://www.facebook.com/1mind4research/,Nonprofit Organization,1mind4research,34,0.06,6390,6,3.227043446434809E-4
221745254689002,R4 Alliance,,yes,https://www.facebook.com/R4Alliance/,Nonprofit Organization,R4Alliance,533,0.05,2271,5,4.690461404526198E-4
301673539968741,When War Comes Home,,yes,https://www.facebook.com/SoldiersJourneyThroughPts/,Movie,SoldiersJourneyThroughPts,1,0.0,667,6,3.227043446434809E-4
258150691019356,Miami Web Fest,,yes,https://www.facebook.com/MiamiWebFest/,Media/News Company,MiamiWebFest,150,0.11,3294,6,3.227043446434809E-4
1521513728103803,Yusha Thomas,,yes,https://www.facebook.com/Yusha-Thomas-1521513728103803/,Public Figure,,24201,0.03,405147,6,3.227043446434809E-4
399913626859573,A Combat Veteran,,yes,https://www.facebook.com/acombatveteran/,Comedian,acombatveteran,28886,0.19,667479,4,0.0012263454714318482
1409663249284592,Angela Davis Motivational Coach,,yes,https://www.facebook.com/shapewithangela/,Athlete,shapewithangela,31,0.01,18952,6,4.598541276161546E-4
329668130443257,Dani Shapiro,,yes,https://www.facebook.com/danijshapiro/,Writer,danijshapiro,903,0.02,20523,6,3.227043446434809E-4
230554280400177,Life Reimagined,,yes,https://www.facebook.com/LifeReimagined/,Organization,LifeReimagined,228,0.02,325533,6,3.227043446434809E-4
17893008278,Arianna Huffington,,no,https://www.facebook.com/AriannaHuffington/,Public Figure,AriannaHuffington,12778,0.87,1379208,6,3.227043446434809E-4
12016430877,Shane Co.,,yes,https://www.facebook.com/shanecompany/,Shopping & Retail,shanecompany,1953,0.05,339588,6,3.227043446434809E-4
125005734197838,Janine Stange - National Anthem Girl,,yes,https://www.facebook.com/NationalAnthemGirl/,Public Figure,NationalAnthemGirl,402,0.07,19099,5,3.829723144436649E-4
120704369643,Ashley Salazar,,yes,https://www.facebook.com/AshleySalazarOfficialFanPage/,Public Figure,AshleySalazarOfficialFanPage,5363,0.05,2525071,6,3.227043446434809E-4
529722027143566,Military News,,yes,https://www.facebook.com/amnews1/,Media/News Company,amnews1,299,0.69,8041,6,3.227043446434809E-4
737151126362683,American Military News,,yes,https://www.facebook.com/AmericanMilitaryNews/,Media/News Company,AmericanMilitaryNews,75173,0.84,523074,5,6.398825932374688E-4
366048283582521,WTF Nation Radio,,yes,https://www.facebook.com/wtfnr/,Broadcasting & Media Production Company,wtfnr,728,0.26,14269,2,6.687516189855212E-4
727163144034654,US Military Veterans WTF Moments,,yes,https://www.facebook.com/USMVWTFM/,Community,USMVWTFM,4,0.0,3316,2,3.227043446434809E-4
6002238585,Discovery,,no,https://www.facebook.com/Discovery/,TV Network,Discovery,220861,0.2,39041368,6,0.004008402456755688
196413610393596,Velocity,,yes,https://www.facebook.com/VelocityTV/,TV Network,VelocityTV,47538,0.25,562531,6,0.0026125415247016835
107124643386,Seeker,,yes,https://www.facebook.com/SeekerMedia/,Media/News Company,SeekerMedia,479899,1.01,8358131,6,0.002618501668343861
14391502916,Science Channel,,yes,https://www.facebook.com/ScienceChannel/,TV Network,ScienceChannel,216159,0.68,7498826,6,0.0026125415247016835
39308306599,Life.com,,no,https://www.facebook.com/LIFE/,News & Media Website,LIFE,11896,0.2,1028605,6,3.227043446434809E-4
242181938605,U.S Army W.T.F!  moments,,yes,https://www.facebook.com/usawtfm/,Media/News Company,usawtfm,275755,2.05,1081078,2,0.0029379148465521845
245234042294034,No One Left Behind,,yes,https://www.facebook.com/NoOneLeftBehindUS/,Nonprofit Organization,NoOneLeftBehindUS,1943,0.04,39992,6,3.227043446434809E-4
243824529030374,The Aviationist,,yes,https://www.facebook.com/TheAviationist/,Media/News Company,TheAviationist,2187,0.09,96139,2,4.6135262847713746E-4
1425528710996172,Aviationist,,yes,https://www.facebook.com/aviationist01/,Personal Blog,aviationist01,52,0.04,13373,6,3.227043446434809E-4
436436383089905,Freedom Don't Come Free & Devildoc,,yes,https://www.facebook.com/FreedomDontComeFreeDevildoc/,Community,FreedomDontComeFreeDevildoc,3815,0.42,171925,5,7.111161578302422E-4
153588278006938,"Millennium Protective Services, Inc.",,yes,https://www.facebook.com/millenniumprotective/,Private Investigator,millenniumprotective,35,0.52,578,6,3.227043446434809E-4
717179168338975,Arctic Specter,,yes,https://www.facebook.com/Arctic-Specter-717179168338975/,Public Figure,,1,0.01,125,2,3.227043446434809E-4
646580725394059,Rare People,,yes,https://www.facebook.com/RarePeoplePage/,Media/News Company,RarePeoplePage,12742,0.87,1231689,6,3.227043446434809E-4
95196207884,Popular Military,,yes,https://www.facebook.com/militarynetwork/,News & Media Website,militarynetwork,18514,0.2,630197,5,6.987480823874964E-4
566705793357187,USA Hispanic,,yes,https://www.facebook.com/USA-Hispanic-566705793357187/,Media/News Company,,310,1.35,50990,6,3.227043446434809E-4
746502378779208,"Heather W, Capitol Hill and a Mom",,yes,https://www.facebook.com/capitolhillandamom/,Public Figure,capitolhillandamom,0,0.01,460,6,3.227043446434809E-4
188417974602196,Jacqueline Carrizosa,,yes,https://www.facebook.com/JacquelineCarrizosa/,Public Figure,JacquelineCarrizosa,8217,0.07,119543,2,3.895484972802461E-4
141628725976447,H.E.R.O. Association,,yes,https://www.facebook.com/HEROAssociation/,School Fundraiser,HEROAssociation,5,0.12,128,2,3.227043446434809E-4
255893811097,The Veterans' Voice,,yes,https://www.facebook.com/theveteransvoiceus/,Newspaper,theveteransvoiceus,52,0.31,838,5,3.227043446434809E-4
312216030306,Destiny Monique,,no,https://www.facebook.com/Iamdestinymonique/,Community,Iamdestinymonique,13,0.0,9328,6,3.227043446434809E-4
319109724956035,Mission Core,,yes,https://www.facebook.com/missioncoreseries/,Book Series,missioncoreseries,2,0.0,782,6,3.227043446434809E-4
304229246363923,Military Plus,,no,https://www.facebook.com/militaryplus/,Photography Videography,militaryplus,1749,0.01,124326,2,6.483886744945437E-4
135216956535300,Quantum Rehab,,yes,https://www.facebook.com/QuantumRehab/,Product/Service,QuantumRehab,909,0.06,17305,5,4.8407915243552525E-4
128836420784826,13 Hours: The Secret Soldiers of Benghazi,,no,https://www.facebook.com/13HoursMovie/,Movie,13HoursMovie,395,0.0,441401,6,3.3294927756272955E-4
144020785626900,WaveJet,,yes,https://www.facebook.com/WaveJet/,Outdoor & Sporting Goods Company,WaveJet,6,0.0,5146,6,3.227043446434809E-4
133989093284704,Soldier of Fortune Magazine,,no,https://www.facebook.com/SOFMAG/,Magazine,SOFMAG,7087,0.17,999219,2,5.161382379163424E-4
735083253181117,Blue Cord Devils,,yes,https://www.facebook.com/bluecorddevils/,Community,bluecorddevils,212,0.02,28039,2,4.03701227297345E-4
267550469245,U.S. Air Force Thunderbirds,,yes,https://www.facebook.com/AFThunderbirds/,Armed Forces,AFThunderbirds,17067,0.04,951837,5,0.0022733399334750816
116548701336,UPROXX,,no,https://www.facebook.com/UPROXX/,Society & Culture Website,UPROXX,164793,1.17,1929362,6,3.227043446434809E-4
151721606865,Intrepid Fallen Heroes Fund,,yes,https://www.facebook.com/IntrepidFallenHeroesFund/,Public & Government Service,IntrepidFallenHeroesFund,1619,0.04,76265,5,4.373271627644701E-4
135283613190296,Charissa Littlejohn,,yes,https://www.facebook.com/charissa.littlejohns.modeling/,Public Figure,charissa.littlejohns.modeling,3521,0.05,42192,6,3.227043446434809E-4
159444347067,XVIII Airborne Corps,,yes,https://www.facebook.com/XVIII.Airborne.Corps/,Government Organization,XVIII.Airborne.Corps,4469,0.05,89142,2,0.002160724440153283
90319605974,Northrop Grumman Corporation,,no,https://www.facebook.com/NorthropGrumman/,Aerospace Company,NorthropGrumman,3934,0.06,177954,5,5.99960146439535E-4
373470799426774,Esquire Network,,no,https://www.facebook.com/EsquireNetwork/,TV Channel,EsquireNetwork,555,0.01,845004,6,3.227043446434809E-4
110349489394,Ninja Warrior,,yes,https://www.facebook.com/ninjawarrior/,TV Show,ninjawarrior,34395,0.08,2662809,6,0.004917595319213603
126861619709,The ATS Team,,yes,https://www.facebook.com/theATSteam/,Organization,theATSteam,6,0.01,4660,6,3.227043446434809E-4
371333909692375,Chris Kyle Frog,,yes,https://www.facebook.com/chriskylefrog/,Public Figure,chriskylefrog,171,0.02,31251,6,3.359490419611209E-4
357690940949347,Kahr Firearms Group,,yes,https://www.facebook.com/KahrArms/,Outdoor & Sporting Goods Company,KahrArms,449,0.06,42183,6,3.2798380325517706E-4
35400631813,"Max """"The Body"""" Philisaire",,no,https://www.facebook.com/maxphilisairepage/,Athlete,maxphilisairepage,77009,0.06,3109539,6,3.227043446434809E-4
86179011212,Craftsman,,yes,https://www.facebook.com/craftsman/,Tools/Equipment,craftsman,1108,0.06,1491582,5,7.115690469100735E-4
126834980750296,All Hands Magazine,,yes,https://www.facebook.com/AllHandsMagazine/,Other,AllHandsMagazine,13612,0.07,131736,5,0.0020521576876033993
614189348650797,"Warleaks - Combat Footage, Military Videos & Photos",,yes,https://www.facebook.com/WarLeaker/,News & Media Website,WarLeaker,106,0.01,47059,6,3.568750525785546E-4
1442924022633956,"U.S. Navy Poster Museum at Point Pleasant, WV",,yes,https://www.facebook.com/USNAVYPOSTERMUSEUM/,History Museum,USNAVYPOSTERMUSEUM,1267,0.11,9703,6,3.227043446434809E-4
57979601669,The AbleGamers Foundation,,yes,https://www.facebook.com/ablegamers/,Disability Service,ablegamers,27,0.01,6482,6,3.227043446434809E-4
13892765435,GameSpot,,yes,https://www.facebook.com/GameSpot/,Media/News Company,GameSpot,1453949,3.52,3323158,6,3.227043446434809E-4
59685491632,IGN,,yes,https://www.facebook.com/ign/,Entertainment Website,ign,815182,1.56,4968134,2,3.2993102384130246E-4
375458449175696,Activision,,no,https://www.facebook.com/Activision/,Games/Toys,Activision,11564,0.03,861839,6,3.227043446434809E-4
21889446204,Eurotuner Magazine,,yes,https://www.facebook.com/eurotunermag/,Magazine,eurotunermag,74,0.0,103832,5,3.227043446434809E-4
208679545891263,Simraceway Sportscar Experience,,yes,https://www.facebook.com/AudiSportscarExperience/,Driving School,AudiSportscarExperience,24,0.0,49894,6,8.038868161673315E-4
172996502800373,I Love Audi,,yes,https://www.facebook.com/The.I.Love.Audi.Page/,Cars,The.I.Love.Audi.Page,1191,0.0,1864578,6,8.953200048157806E-4
21744379694,Tony Hawk,,no,https://www.facebook.com/TonyHawk/,Athlete,TonyHawk,43959,0.07,6203767,6,3.775642578325504E-4
172871080514,Pets for Vets,,yes,https://www.facebook.com/PetsforVetsInc/,Nonprofit Organization,PetsforVetsInc,139,0.01,99331,5,6.236036371725806E-4
